Inspection_ID,Establishment_ID,Name,Inspection_Date,Inspection_Type,Inspector_ID,Priority_Violations,Foundation_Violations,Core_Violations,Total_Corrected_Priority___Foun,In_Compliance,ObjectId
45618,318,Cadieux Cafe,2019/03/19 00:00:00+00,Routine Inspection,87,0,2,2,,No,2877
45610,51622922,Charmed,2019/03/19 00:00:00+00,Routine Inspection,140,2,2,1,,Yes,2878
45731,51622837,College for Creative Studies,2019/03/19 00:00:00+00,Routine Inspection,114,2,1,7,,Yes,2879
45615,2317,Detroit Merit Academy,2019/03/19 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,2880
45617,3203,Happy's Pizza #11,2019/03/19 00:00:00+00,Routine Inspection,87,1,3,4,,Yes,2881
45603,51622806,Henry Ford Academy SCS,2019/03/19 00:00:00+00,Preopening/New,122,0,0,1,,Yes,2882
45637,1995,Little Caesar's Pizza #168,2019/03/19 00:00:00+00,Routine Inspection,127,0,3,0,,Yes,2883
45605,51622901,Madcap Coffee Company,2019/03/19 00:00:00+00,Preopening/New,122,0,0,3,,Yes,2884
45607,1283,Papa's Pizza & Subs,2019/03/19 00:00:00+00,Routine Inspection,140,1,4,1,,Yes,2885
45611,51622895,Peggy's Place (COTS),2019/03/19 00:00:00+00,Routine Inspection,141,1,2,1,,No,2886
45636,4612,Town Hall Cafe,2019/03/19 00:00:00+00,Routine Inspection,127,0,0,2,,Yes,2887
45599,3200,Big City Grille,2019/03/18 00:00:00+00,Routine Inspection,124,3,3,5,,Yes,2888
45638,51622824,Detroit Taco Bar,2019/03/18 00:00:00+00,Routine Inspection,127,1,1,0,,Yes,2889
45604,589,Majestic Cafe/The Majestic Theater,2019/03/18 00:00:00+00,Preopening/New,122,0,0,3,,Yes,2890
45606,3426,Manhattan Fish & Chicken,2019/03/18 00:00:00+00,Routine Inspection,139,0,3,4,,Yes,2891
45614,3218,Midtown Shangri-La,2019/03/18 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,2892
45608,4484,Krispy Krunchy Chicken,2019/03/16 00:00:00+00,Routine Inspection,131,1,0,1,,Yes,2893
45586,3600,MOCAD - Museum of Contemporary Arts Det,2019/03/16 00:00:00+00,Routine Inspection,114,1,4,4,,No,2894
45583,2706,Stella International Cafe,2019/03/16 00:00:00+00,Routine Inspection,114,1,0,1,,Yes,2895
45609,5245,Wahlburgers,2019/03/16 00:00:00+00,Routine Inspection,131,2,4,1,,Yes,2896
45584,1816,Wendy's-Harper Hospital #797,2019/03/16 00:00:00+00,Complaint,114,0,1,1,,Yes,2897
45587,51622915,College for Creative Studies,2019/03/15 00:00:00+00,Routine Inspection,114,2,3,3,,No,2898
48550,1494,J & J Coney Island #3,2019/03/15 00:00:00+00,Routine Inspection,140,2,1,3,,No,2899
45600,5027,Motor City Casino - Food Truck,2019/03/15 00:00:00+00,Routine Inspection,124,1,0,0,,Yes,2900
45602,4923,Nicky D's Coney Island ,2019/03/15 00:00:00+00,Routine Inspection,139,5,8,6,,No,2901
45576,2328,DeAngelo's Soul 313 Soul Cafe,2019/03/14 00:00:00+00,Routine Inspection,127,1,1,1,,Yes,2902
45549,1355,Domino's Pizza,2019/03/14 00:00:00+00,Complaint,126,1,0,1,,Yes,2903
45555,2390,Edibles Rex,2019/03/14 00:00:00+00,Routine Inspection,87,1,0,1,,No,2904
45832,3695,MGM Grand Casino-Int Ice,2019/04/06 00:00:00+00,Routine Inspection,124,0,1,2,,No,2905
45507,51622644,Coop,2019/03/08 00:00:00+00,Routine Inspection,124,3,1,1,,Yes,2906
45227,1882,City Pekin Chinese Food,2019/02/15 00:00:00+00,Routine Inspection,87,0,1,4,,Yes,2907
45760,4918,Pontchartrain Hotel- Top of the Pontch,2019/03/29 00:00:00+00,Routine Inspection,124,1,2,6,,Yes,2908
45313,2049,Popeye's Chicken & Biscuits,2019/02/25 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,2909
45310,4972,Punch Bowl 360 Bar,2019/02/25 00:00:00+00,Routine Inspection,131,1,0,1,,Yes,2910
45311,4912,Punch Bowl Social-Detroit,2019/02/25 00:00:00+00,Routine Inspection,131,1,2,4,,Yes,2911
45312,4973,Punch Bowl VIP,2019/02/25 00:00:00+00,Routine Inspection,131,0,0,2,,Yes,2912
45309,4966,Rincon Tropical,2019/02/25 00:00:00+00,Routine Inspection,140,0,2,5,,Yes,2913
45369,4846,"Salemi Subway, Inc",2019/02/25 00:00:00+00,Routine Inspection,114,0,5,4,,No,2914
45302,51622517,Brass Rail,2019/02/22 00:00:00+00,Routine Inspection,124,1,3,5,,Yes,2915
45298,51622879,Chef Mel's Hotdogs,2019/02/22 00:00:00+00,Plan Review/Pre-Open,133,1,3,1,,Yes,2916
45374,2330,Detroit Institute of Arts -Cafe DIA,2019/02/22 00:00:00+00,Routine Inspection,126,1,1,8,,Yes,2917
45301,1480,Legends Coney Island,2019/02/22 00:00:00+00,Routine Inspection,142,1,0,3,,Yes,2918
45316,5161,Southern Fire Bistro & Lounge,2019/02/22 00:00:00+00,Routine Inspection,87,1,3,6,,No,2919
45280,3914,Subway #29822,2019/02/22 00:00:00+00,Routine Inspection,139,0,1,1,,Yes,2920
45295,51622579,Amore Da Roma,2019/02/21 00:00:00+00,Routine Inspection,87,2,0,3,,Yes,2921
45291,4887,Clara's Place,2019/02/21 00:00:00+00,Routine Inspection,112,0,1,0,,Yes,2922
45274,51622883,El Molcajete,2019/02/21 00:00:00+00,Routine Inspection,142,1,1,0,,Yes,2923
45294,3195,La Cina,2019/02/21 00:00:00+00,Routine Inspection,87,1,0,1,,Yes,2924
45293,1104,Maison Fine Food Inc.,2019/02/21 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,2925
45282,2650,McDonald's #12122,2019/02/21 00:00:00+00,Routine Inspection,139,0,1,3,,Yes,2926
45285,1562,Panda Chinese Restaurant,2019/02/21 00:00:00+00,Routine Inspection,127,1,0,2,,Yes,2927
45281,51622498,Prime + Proper,2019/02/21 00:00:00+00,Routine Inspection,124,0,1,0,,Yes,2928
45275,1873,Suite 100,2019/02/21 00:00:00+00,Routine Inspection,141,0,2,0,,Yes,2929
45253,51622815,Bangkok Crossing,2019/02/20 00:00:00+00,Routine Inspection,124,1,2,2,,Yes,2930
47694,1176,Church's Fried Chicken #974,2019/02/20 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,2931
45376,4247,Detroit Institute of Arts-Crystal Galler,2019/02/20 00:00:00+00,Routine Inspection,114,0,0,4,,Yes,2932
45277,51622782,Fast Treats,2019/02/20 00:00:00+00,Routine Inspection,139,0,3,8,,Yes,2933
45267,820,Giovanna's Lounge ,2019/02/20 00:00:00+00,Routine Inspection,140,3,3,1,,Yes,2934
45286,5420,La Kabob Grill ,2019/02/20 00:00:00+00,Routine Inspection,127,2,4,4,,Yes,2935
45287,51622518,New Grandy's,2019/02/20 00:00:00+00,Routine Inspection,127,0,1,3,,Yes,2936
45257,2676,Texas Bar and Grill,2019/02/20 00:00:00+00,Routine Inspection,87,1,0,2,,Yes,2937
45254,4136,Triple H Deli DBA Birmingham Deli,2019/02/20 00:00:00+00,Complaint,124,2,0,4,,Yes,2938
45258,51622812,Turn Around Sports Bar & Grille,2019/02/20 00:00:00+00,Routine Inspection,87,1,0,2,,Yes,2939
45248,5228,All Star Fish & Seafood Inc.,2019/02/19 00:00:00+00,Routine Inspection,112,1,1,0,,Yes,2940
45243,1731,Capuchin Kitchen,2019/02/19 00:00:00+00,Routine Inspection,87,0,1,1,,Yes,2941
45246,1747,China House,2019/02/19 00:00:00+00,Routine Inspection,141,2,2,2,,Yes,2942
45247,51622832,Fred's Fish & Chicken-Schaefer,2019/02/19 00:00:00+00,Routine Inspection,112,0,1,0,,Yes,2943
45378,5193,Gus's Fried Chicken,2019/02/19 00:00:00+00,Complaint,114,1,0,0,,Yes,2944
45240,5274,Moma Shirley's Soul Food,2019/02/19 00:00:00+00,Routine Inspection,142,0,1,3,,Yes,2945
45289,4318,Nu Wave Fish & Chicken,2019/02/19 00:00:00+00,Routine Inspection,127,1,2,3,,Yes,2946
45288,5026,Old Redford Kitchen & Cafe,2019/02/19 00:00:00+00,Routine Inspection,127,1,2,4,,Yes,2947
45251,4076,Subway,2019/02/19 00:00:00+00,Routine Inspection,124,0,1,2,,Yes,2948
45238,51622834,Awake Cafe Coffee and Conversation,2019/02/18 00:00:00+00,Preopening/New,122,0,0,3,,Yes,2949
45574,4670,The River Krispy Crunchy Chicken,2019/02/18 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,2950
45233,642,Xochimilco Restaurant ,2019/02/18 00:00:00+00,Routine Inspection,140,1,1,5,,No,2951
45199,51622867,Allenby/Fort Street Galley,2019/02/15 00:00:00+00,Routine Inspection,124,0,0,1,,Yes,2952
45222,1132,Cas Bar,2019/02/15 00:00:00+00,Routine Inspection,139,0,0,1,,Yes,2953
45208,4936,Checker's #3426,2019/02/15 00:00:00+00,Routine Inspection,126,1,0,2,,Yes,2954
45182,4996,Children's Hospital of Michigan,2019/02/15 00:00:00+00,Routine Inspection,131,2,1,3,,Yes,2955
45363,4996,Children's Hospital of Michigan,2019/02/15 00:00:00+00,Routine Inspection,114,2,0,3,,Yes,2956
45191,1401,Chili's Grill & Bar,2019/02/15 00:00:00+00,Routine Inspection,112,1,0,2,,Yes,2957
45518,51622848,Foodelicious,2019/03/08 00:00:00+00,Routine Inspection,87,1,1,2,,No,2958
45442,5038,El Cunado Production Kitchen,2019/03/04 00:00:00+00,Routine Inspection,140,2,3,3,,Yes,2959
45831,3693,MGM Grand Casino- V Lounge,2019/04/06 00:00:00+00,Routine Inspection,124,0,1,4,,Yes,2960
45232,51622672,Cork & Gabel,2019/02/15 00:00:00+00,Routine Inspection,87,0,1,5,,Yes,2961
45746,2744,Super 3 Coney Island,2019/03/29 00:00:00+00,Routine Inspection,141,1,1,1,,Yes,2962
45745,1632,Taqueria Lupitas,2019/03/29 00:00:00+00,Routine Inspection,140,3,2,4,,Yes,2963
45721,51622592,1509 Populace LLC,2019/03/28 00:00:00+00,Routine Inspection,131,1,1,1,,Yes,2964
45715,794,Armando's Mexican Restaurant,2019/03/28 00:00:00+00,Routine Inspection,140,2,6,3,,Yes,2965
45718,5190,D and D Cuisine LLC,2019/03/28 00:00:00+00,Routine Inspection,141,0,2,4,,No,2966
45220,881,Crazy Horse,2019/02/15 00:00:00+00,Routine Inspection,139,1,3,3,,Yes,2967
45740,1306,Detroit Collegiate Prep. High School,2019/03/28 00:00:00+00,Routine Inspection,133,0,2,1,,No,2968
45833,3691,MGM Grand Casino-V Outer Bar,2019/04/06 00:00:00+00,Routine Inspection,124,0,1,1,,Yes,2969
45510,1985,Food Exchange (Harvey's Fabulous Foods),2019/03/08 00:00:00+00,Routine Inspection,126,1,0,1,,Yes,2970
49908,51622743,Diamond Hospitality LLC,2019/02/15 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,2971
45727,1297,Evie's Tamales,2019/03/28 00:00:00+00,Routine Inspection,140,1,1,4,,Yes,2972
45440,51622606,Founders Brewing Company,2019/03/04 00:00:00+00,Routine Inspection,124,1,0,2,,Yes,2973
45827,5127,Panera Bread-RenCen,2019/04/06 00:00:00+00,Routine Inspection,124,0,0,2,,Yes,2974
45499,4254,Legends Grill,2019/03/08 00:00:00+00,Routine Inspection,137,3,0,2,,Yes,2975
45505,5306,Livernois Ocean Delight Inc,2019/03/08 00:00:00+00,Routine Inspection,141,1,1,0,,Yes,2976
45732,589,Majestic Cafe/The Majestic Theater,2019/03/08 00:00:00+00,Routine Inspection,114,0,0,6,,Yes,2977
45517,379,Roostertail Inc.,2019/03/08 00:00:00+00,Routine Inspection,87,1,0,2,,Yes,2978
45488,51622700,ChickP,2019/03/07 00:00:00+00,Routine Inspection,124,1,1,0,,Yes,2979
45478,1144,Church's Fried Chicken #785,2019/03/07 00:00:00+00,Routine Inspection,141,0,1,2,,Yes,2980
45494,5148,Detroits Finest Coney Island,2019/03/07 00:00:00+00,Routine Inspection,87,2,0,1,,Yes,2981
45501,51622590,El Caporal,2019/03/07 00:00:00+00,Routine Inspection,140,2,3,1,,Yes,2982
45477,696,Grandy's Coney Island,2019/03/07 00:00:00+00,Routine Inspection,112,2,1,0,,Yes,2983
45500,51622792,Lefty's,2019/03/07 00:00:00+00,Routine Inspection,137,1,3,0,,No,2984
45504,4572,Legends Grill,2019/03/07 00:00:00+00,Routine Inspection,139,1,3,3,,Yes,2985
45487,51622510,Little Caesars Arena- Portables,2019/03/07 00:00:00+00,Routine Inspection,124,3,0,0,,Yes,2986
45495,805,Nancy Whiskey ,2019/03/07 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,2987
45485,4332,Papa's Pizza,2019/03/07 00:00:00+00,Routine Inspection,142,0,2,2,,Yes,2988
45536,785,Parks Old Style Bar-B-Q ,2019/03/07 00:00:00+00,Routine Inspection,133,0,2,5,,No,2989
45480,5077,Pasta Bowl,2019/03/07 00:00:00+00,Routine Inspection,127,0,1,1,,Yes,2990
45476,2392,Royal Grill,2019/03/07 00:00:00+00,Routine Inspection,112,2,1,1,,Yes,2991
49907,4704,Subway,2019/03/07 00:00:00+00,Routine Inspection,137,1,3,0,,No,2992
45535,1662,Supino Pizzeria,2019/03/07 00:00:00+00,Routine Inspection,133,4,1,3,,Yes,2993
45479,4271,Sweetwater Express,2019/03/07 00:00:00+00,Routine Inspection,127,1,2,0,,Yes,2994
45493,5250,Warren Fresh Fish,2019/03/07 00:00:00+00,Routine Inspection,87,1,0,3,,Yes,2995
45475,3215,Bellacino's,2019/03/06 00:00:00+00,Routine Inspection,124,1,0,2,,Yes,2996
45482,1575,China 1 Chinese Restaurant,2019/03/06 00:00:00+00,Routine Inspection,127,1,0,3,,Yes,2997
45474,2467,China Wok,2019/03/06 00:00:00+00,Routine Inspection,141,1,1,2,,Yes,2998
45837,1188,Church's Fried Chicken #345,2019/03/06 00:00:00+00,Routine Inspection,87,0,1,3,,No,2999
45460,1139,Church's Fried Chicken #648,2019/03/06 00:00:00+00,Routine Inspection,137,2,1,3,,No,3000
45459,488,Deluxe Coney Island,2019/03/06 00:00:00+00,Routine Inspection,137,2,0,2,,Yes,3001
45468,51622911,El Taco Veloz #1,2019/03/06 00:00:00+00,Preopening/New,133,0,1,1,,Yes,3002
45467,51622920,El Taco Veloz #3,2019/03/06 00:00:00+00,Plan Review/Pre-Open,133,0,1,1,,Yes,3003
45472,1730,Great Panda Garden Chinese Restaurant,2019/03/06 00:00:00+00,Routine Inspection,140,1,2,2,,Yes,3004
45473,1051,Kentucky Fried Chicken H730215,2019/03/06 00:00:00+00,Routine Inspection,139,1,0,1,,Yes,3005
45490,344,Sindbads Inc.,2019/03/06 00:00:00+00,Routine Inspection,87,3,0,3,,Yes,3006
45449,4306,Astro Coffee,2019/03/05 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,3007
45454,51622560,Captain Jay's #120,2019/03/05 00:00:00+00,Routine Inspection,124,3,5,7,,No,3008
45456,4808,Checker's,2019/03/05 00:00:00+00,Routine Inspection,139,2,4,7,,Yes,3009
45451,3564,Chef Gree's Soul N The Wall ,2019/03/05 00:00:00+00,Routine Inspection,141,0,1,4,,Yes,3010
45458,1871,Clay Super Coney Island,2019/03/05 00:00:00+00,Routine Inspection,140,0,2,3,,Yes,3011
45450,51622576,Gingerberry LLC,2019/03/05 00:00:00+00,Routine Inspection,87,2,0,3,,Yes,3012
45463,4452,Happy's Pizza #100,2019/03/05 00:00:00+00,Routine Inspection,126,1,2,4,,Yes,3013
45453,2454,Happy's Pizza #6,2019/03/05 00:00:00+00,Routine Inspection,112,2,5,2,,Yes,3014
45455,2149,Kentucky Fried Chicken (KFC),2019/03/05 00:00:00+00,Routine Inspection,139,0,1,2,,Yes,3015
45484,51622472,Maty's Africa Resturant,2019/03/05 00:00:00+00,Routine Inspection,127,3,6,3,,Yes,3016
45465,2250,M. George's Coney Island,2019/03/05 00:00:00+00,Routine Inspection,126,1,0,1,,Yes,3017
45457,698,New China Wang,2019/03/05 00:00:00+00,Routine Inspection,140,0,1,2,,Yes,3018
45452,1463,Rikshaw House,2019/03/05 00:00:00+00,Routine Inspection,112,2,1,3,,Yes,3019
45483,738,Roseland Bar & Grill,2019/03/05 00:00:00+00,Routine Inspection,127,1,0,0,,Yes,3020
45365,5192,"Papa Joe's Gourmet Market DMC, LLC",2019/03/04 00:00:00+00,Routine Inspection,114,1,2,6,,Yes,3021
45212,51622743,Diamond Hospitality LLC,2019/02/15 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,3022
45447,4985,Papa John's Pizza,2019/03/04 00:00:00+00,Routine Inspection,87,0,1,2,,Yes,3023
45152,5073,El Cunado Mobile Food Trailer,2019/02/15 00:00:00+00,Routine Inspection,140,0,1,2,,Yes,3024
45356,51622882,Penny Red's,2019/03/04 00:00:00+00,Preopening/New,122,1,0,2,,Yes,3025
45829,3966,Bookies Bar and Grille,2019/04/05 00:00:00+00,Routine Inspection,124,3,3,3,,Yes,3026
45203,5115,Farmer Kay Market,2019/02/15 00:00:00+00,Routine Inspection,127,0,2,3,,Yes,3027
45818,1494,J & J Coney Island #3,2019/04/05 00:00:00+00,Routine Inspection,140,0,0,1,,Yes,3028
45728,5372,Foundation Rock Spirits LLC dba Castalia,2019/03/28 00:00:00+00,Routine Inspection,114,1,0,2,,No,3029
45466,3738,Popeye's Chicken & Biscuits,2019/03/04 00:00:00+00,Routine Inspection,126,0,1,2,,Yes,3030
45705,1164,Kwong Tung Inn,2019/03/28 00:00:00+00,Routine Inspection,126,1,0,2,,Yes,3031
45364,4344,Sgt. Pepperoni's Pizzaria & Deli/GB,2019/03/04 00:00:00+00,Routine Inspection,114,1,0,3,,Yes,3032
45197,51622819,Fort Street Galley- Bar & Table,2019/02/15 00:00:00+00,Routine Inspection,124,1,0,0,,Yes,3033
45819,454,Taqueria Los Altos,2019/04/05 00:00:00+00,Routine Inspection,140,2,1,7,,Yes,3034
45706,1017,McDonald's Detroit,2019/03/28 00:00:00+00,Routine Inspection,126,1,1,5,,Yes,3035
45357,51622787,The Brakeman,2019/03/04 00:00:00+00,Preopening/New,122,0,0,1,,Yes,3036
45290,1958,Hollywood Coney Island,2019/02/15 00:00:00+00,Routine Inspection,127,3,2,2,,Yes,3037
45835,1701,Town Pump Tavern,2019/04/05 00:00:00+00,Routine Inspection,124,3,3,0,,Yes,3038
45716,5179,Original T & J Coney Island,2019/03/28 00:00:00+00,Routine Inspection,141,0,1,1,,Yes,3039
45360,210,Domino's Pizza #1169,2019/03/01 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,3040
45201,51622866,Isla/Fort Street Galley,2019/02/15 00:00:00+00,Routine Inspection,124,0,0,1,,Yes,3041
45836,51622957,Town Pump Tavern,2019/04/05 00:00:00+00,Routine Inspection,124,3,3,0,,Yes,3042
45717,2026,Palushaj's Olympia Coney Island,2019/03/28 00:00:00+00,Routine Inspection,141,1,1,1,,Yes,3043
45358,2048,Elwood Bar & Grill,2019/03/01 00:00:00+00,Routine Inspection,131,3,0,1,,Yes,3044
45200,51622865,Lucky's Noble BBQ/Fort Street Galley,2019/02/15 00:00:00+00,Routine Inspection,124,0,1,0,,Yes,3045
45808,3076,Blue Cross Blue Shield,2019/04/04 00:00:00+00,Routine Inspection,131,2,2,1,,Yes,3046
45711,2950,Slows BBQ,2019/03/28 00:00:00+00,Routine Inspection,87,1,2,3,,Yes,3047
45940,2021,Fort St. Eats d/b/a Johnny Noodle King,2019/03/01 00:00:00+00,Complaint,124,0,0,1,,Yes,3048
45434,2287,Lunchtime Neo LLC,2019/02/15 00:00:00+00,Routine Inspection,114,0,1,2,,Yes,3049
45930,51622950,Boulevard Cafe & Coney,2019/04/04 00:00:00+00,Routine Inspection,114,3,3,2,,Yes,3050
45720,51622595,The Wurlitzer MT DBA Candy Bar,2019/03/28 00:00:00+00,Routine Inspection,131,2,0,0,,Yes,3051
45354,2021,Fort St. Eats d/b/a Johnny Noodle King,2019/03/01 00:00:00+00,Routine Inspection,124,1,1,3,,Yes,3052
45198,51622868,Pursue/Fort Street Galley,2019/02/15 00:00:00+00,Routine Inspection,124,0,1,1,,Yes,3053
45207,3511,Ross Catering,2019/02/15 00:00:00+00,Routine Inspection,126,0,1,4,,Yes,3054
45148,2073,Senor Lopez Taqueria Mexican,2019/02/15 00:00:00+00,Routine Inspection,139,3,3,0,,Yes,3055
45143,4023,Albano Coney Island/DBA Apollo,2019/02/14 00:00:00+00,Routine Inspection,139,1,1,0,,Yes,3056
45146,5421,Ali's Pizza,2019/02/14 00:00:00+00,Routine Inspection,126,0,2,1,,Yes,3057
45142,4122,City Wings,2019/02/14 00:00:00+00,Routine Inspection,141,0,0,2,,Yes,3058
45183,449,Clique Restaurant,2019/02/14 00:00:00+00,Routine Inspection,131,2,2,3,,Yes,3059
45192,51622555,Empire,2019/02/14 00:00:00+00,Routine Inspection,124,4,0,0,,Yes,3060
45213,953,Golden Greek Lounge,2019/02/14 00:00:00+00,Routine Inspection,126,1,1,1,,Yes,3061
45214,5043,Grandys Coney Island,2019/02/14 00:00:00+00,Routine Inspection,126,1,0,3,,Yes,3062
45226,1704,Museum of African American History,2019/02/14 00:00:00+00,Routine Inspection,87,0,1,3,,Yes,3063
45145,5406,Norma G's Detroit,2019/02/14 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,3064
45132,1128,Royal Grill,2019/02/14 00:00:00+00,Routine Inspection,139,2,2,2,,Yes,3065
45144,51622712,Tacos Regios Mexican Grill,2019/02/14 00:00:00+00,Routine Inspection,140,2,1,0,,Yes,3066
45129,5348,Hard Bodies Bar,2019/02/13 00:00:00+00,Routine Inspection,140,1,3,5,,Yes,3067
45128,3266,La Palma,2019/02/13 00:00:00+00,Routine Inspection,124,3,5,2,,No,3068
45127,51622614,"Marrow, LLC",2019/02/13 00:00:00+00,Routine Inspection,122,3,4,3,,Yes,3069
45111,51622824,Detroit Taco Bar,2019/02/12 00:00:00+00,Preopening/New,122,0,0,3,,Yes,3070
45121,51622641,Fresh 101 Superfood Cafe,2019/02/12 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,3071
45097,1913,Happy's Pizza #4,2019/02/12 00:00:00+00,Complaint,141,0,0,3,,Yes,3072
45103,286,Jerry's Pizza & B-B-Q Inc.,2019/02/12 00:00:00+00,Routine Inspection,142,1,1,4,,Yes,3073
45112,1004,Kentucky Fried Chicken ,2019/02/12 00:00:00+00,Routine Inspection,139,0,0,1,,Yes,3074
45110,4883,Livernois & I96 Subway Inc,2019/02/12 00:00:00+00,Routine Inspection,139,1,1,1,,Yes,3075
45137,51622661,Millender Center- Applebees/IHOP,2019/02/12 00:00:00+00,Routine Inspection,124,1,0,1,,Yes,3076
45098,3865,Monte Bello Pizzeria,2019/02/11 00:00:00+00,Routine Inspection,142,0,1,0,,Yes,3077
45228,846,Clark Elementary School,2019/02/08 00:00:00+00,Routine Inspection,87,0,0,6,,Yes,3078
45086,5154,Grey Ghost Detroit,2019/02/08 00:00:00+00,Routine Inspection,124,1,0,0,,Yes,3079
45096,4326,Hazel's Place,2019/02/08 00:00:00+00,Routine Inspection,140,0,1,0,,Yes,3080
45114,415,Popeye's Lousiana Kitchen,2019/02/08 00:00:00+00,Routine Inspection,127,0,0,1,,Yes,3081
45082,669,Lotus Gardens,2019/02/07 00:00:00+00,Routine Inspection,141,1,1,2,,Yes,3082
45080,51622820,Lucky Detroit Coffee & Espresso,2019/02/07 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,3083
45211,1657,McDonald's #14217,2019/02/07 00:00:00+00,Routine Inspection,126,0,0,4,,Yes,3084
45210,5249,Motown Cafe Grill,2019/02/07 00:00:00+00,Routine Inspection,126,1,1,2,,Yes,3085
45225,2714,Sala Thai,2019/02/07 00:00:00+00,Routine Inspection,87,0,0,8,,Yes,3086
45185,5325,Tim Hortons,2019/02/07 00:00:00+00,Complaint,131,0,0,2,,Yes,3087
45081,782,Toya's Bar & Grill,2019/02/07 00:00:00+00,Routine Inspection,141,1,1,3,,No,3088
45071,51622720,Durdens Catering LLC,2019/02/06 00:00:00+00,Routine Inspection,141,1,0,1,,Yes,3089
48356,1645,Henry Ford Hospital Cafeteria,2019/02/06 00:00:00+00,Routine Inspection,139,2,2,0,,Yes,3090
45729,4091,University Prep Academy Middle School,2019/03/28 00:00:00+00,Routine Inspection,114,0,1,1,,No,3091
45355,51622910,Lola Mae's Bistro Bar,2019/03/01 00:00:00+00,Routine Inspection,112,2,1,1,,Yes,3092
45361,302,Original Marcus Hamburger,2019/03/01 00:00:00+00,Routine Inspection,126,2,0,4,,Yes,3093
45445,225,Renaissance Bowling Center,2019/03/01 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,3094
45722,4756,Urban Soul Restaurant,2019/03/28 00:00:00+00,Routine Inspection,131,3,2,9,,Yes,3095
45353,3958,The District Bar and Grill,2019/03/01 00:00:00+00,Routine Inspection,124,3,1,0,,Yes,3096
45719,51622874,Katsu Detroit,2019/03/27 00:00:00+00,Routine Inspection,142,0,0,1,,Yes,3097
45444,51622516,The In Les Place,2019/03/01 00:00:00+00,Routine Inspection,87,1,0,1,,Yes,3098
45755,5320,Maru Detroit,2019/03/27 00:00:00+00,Routine Inspection,124,2,0,0,,Yes,3099
45359,322,"Twentieth Century Club, (Gem Theatre)",2019/03/01 00:00:00+00,Routine Inspection,131,3,0,2,,Yes,3100
45702,4267,Opyum Lounge,2019/03/27 00:00:00+00,Routine Inspection,127,1,2,4,,Yes,3101
45816,3986,Captain Jay's Fish & Chicken #111,2019/04/04 00:00:00+00,Routine Inspection,139,0,2,2,,Yes,3102
45335,51622608,Anita's Kitchen,2019/02/28 00:00:00+00,Routine Inspection,124,2,2,2,,Yes,3103
45708,313,R.A.R.D. El Capri Bar,2019/03/27 00:00:00+00,Routine Inspection,87,0,1,3,,No,3104
45694,3814,Royal Barbecue and Grill,2019/03/27 00:00:00+00,Routine Inspection,126,2,1,1,,Yes,3105
45724,2357,Steve's Soul Food Det/The Key Club,2019/03/27 00:00:00+00,Routine Inspection,131,4,8,16,,Yes,3106
45700,2312,Taqueria La Salsa Mexican Cuisine,2019/03/27 00:00:00+00,Routine Inspection,140,1,1,2,,Yes,3107
45696,4305,Club Armane,2019/03/26 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,3108
45695,5389,Daily Catch Fish & Chicken,2019/03/26 00:00:00+00,Routine Inspection,126,0,1,1,,Yes,3109
45699,51622469,Detroit One Coney Island,2019/03/26 00:00:00+00,Routine Inspection,126,1,0,6,,Yes,3110
45675,2669,Fish Express 1-Pizza Palace,2019/03/26 00:00:00+00,Routine Inspection,127,1,3,2,,Yes,3111
45669,51622588,JJA Detroit LLC / DBA BakersField,2019/03/26 00:00:00+00,Routine Inspection,124,2,1,2,,Yes,3112
45676,676,J's Cafe LLC,2019/03/26 00:00:00+00,Routine Inspection,127,3,0,2,,Yes,3113
45697,1087,Menjo's,2019/03/26 00:00:00+00,Routine Inspection,126,1,0,2,,Yes,3114
45690,1454,Mexican Town Restaurant,2019/03/26 00:00:00+00,Routine Inspection,140,1,5,6,,Yes,3115
49904,2019,Papa's Pizza,2019/03/26 00:00:00+00,Routine Inspection,126,0,1,1,,Yes,3116
45684,2727,Salvation Army,2019/03/26 00:00:00+00,Routine Inspection,87,0,1,3,,Yes,3117
45692,2077,Superior Coney Island,2019/03/26 00:00:00+00,Routine Inspection,112,0,1,1,,Yes,3118
45667,51622934,Tacos Regios Mexican grill #2,2019/03/26 00:00:00+00,Routine Inspection,140,3,4,1,,Yes,3119
45691,2155,White Castle #40,2019/03/26 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,3120
45656,51622740,BESA,2019/03/25 00:00:00+00,Routine Inspection,131,3,0,3,,Yes,3121
