Inspection_ID,Establishment_ID,Name,Inspection_Date,Inspection_Type,Inspector_ID,Priority_Violations,Foundation_Violations,Core_Violations,Total_Corrected_Priority___Foun,In_Compliance,ObjectId
53247,1006,John Nichols Elementary,2020/10/30 00:00:00+00,Routine Inspection,133,0,0,2,,Yes,1
52682,51622672,Cork & Gabel,2020/09/10 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,2
52916,3865,Monte Bello Pizzeria,2020/10/01 00:00:00+00,Routine Inspection,142,0,1,3,,Yes,3
53241,1030,Carstens at Remus Robinson School,2020/10/29 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,4
53223,5213,Embassy,2020/10/29 00:00:00+00,Routine Inspection,126,0,1,0,,Yes,5
53222,701,Peking Chinese Restaurant,2020/10/29 00:00:00+00,Routine Inspection,126,0,1,0,,Yes,6
53242,4233,St. Charles,2020/10/29 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,7
53218,4811,Bucharest Grill Piquette,2020/10/28 00:00:00+00,Routine Inspection,146,0,1,0,,No,8
53238,51623324,Burgertime,2020/10/28 00:00:00+00,Routine Inspection,87,0,0,4,,Yes,9
53227,844,Carleton Elementary School,2020/10/28 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,10
53225,483,Dakota Inn Inc,2020/10/28 00:00:00+00,Routine Inspection,126,0,1,0,,No,11
53215,869,Ludington Magnet Middle School (5-8),2020/10/28 00:00:00+00,Routine Inspection,127,0,1,0,,Yes,12
53240,894,Martin Luther King High School,2020/10/28 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,13
53213,415,Popeye's Lousiana Kitchen,2020/10/28 00:00:00+00,Routine Inspection,127,0,0,1,,Yes,14
53230,51623107,Checker's Drive Inn Resturant,2020/10/27 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,15
53219,2006,Subway,2020/10/27 00:00:00+00,Routine Inspection,146,1,0,0,,Yes,16
53206,1076,Franklin Wright Settlement,2020/10/26 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,17
53188,3391,Bethany Lutheran Church,2020/10/23 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,18
53234,1985,Food Exchange (Harvey's Fabulous Foods),2020/10/23 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,19
53186,51622606,Founders Brewing Company,2020/10/23 00:00:00+00,Routine Inspection,138,0,1,0,,Yes,20
53189,4537,Govinda's at the Fisher Mansion,2020/10/23 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,21
53169,4766,Marquette Elementary (Main Building),2020/10/22 00:00:00+00,Routine Inspection,126,0,0,3,,Yes,22
53170,1116,Marquette Elementary School (Annex),2020/10/22 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,23
53199,235,Traffic Jam-Snug,2020/10/22 00:00:00+00,Routine Inspection,139,0,1,1,,Yes,24
53200,4657,Traffic Jam-Snug/Bakery,2020/10/22 00:00:00+00,Routine Inspection,139,0,0,1,,Yes,25
53173,3321,Brenda Scott Middle School,2020/10/21 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,26
53209,3598,Cass Technical High School,2020/10/21 00:00:00+00,Routine Inspection,124,1,0,0,,Yes,27
53163,5429,Hungry House,2020/10/21 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,28
53155,4000,Motor City Casino - Room Svce,2020/10/21 00:00:00+00,Routine Inspection,124,1,0,0,,Yes,29
53171,5249,Motown Cafe Grill,2020/10/21 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,30
53157,3821,Shabazz East Restaurant,2020/10/21 00:00:00+00,Routine Inspection,87,1,0,2,,Yes,31
53153,806,King David Grand Lodge,2020/10/20 00:00:00+00,Routine Inspection,124,0,0,2,,Yes,32
53156,51623318,Ziggy's Bar & Grill,2020/10/20 00:00:00+00,Routine Inspection,87,0,1,5,,No,33
53197,5235,Hook Fresh Fish & Chicken LLC,2020/10/19 00:00:00+00,Routine Inspection,139,0,0,2,,Yes,34
53147,2861,Jeanie's Lounge,2020/10/19 00:00:00+00,Routine Inspection,87,0,1,2,,Yes,35
53146,2593,Moses Field School,2020/10/19 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,36
53145,4847,Motor City Casino - Food/Beverage Cart,2020/10/19 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,37
53139,51622592,1509 Populace LLC,2020/10/16 00:00:00+00,Routine Inspection,131,1,1,1,,No,38
53140,5152,Ashe Supply Co.,2020/10/16 00:00:00+00,Routine Inspection,131,1,1,0,,No,39
53174,664,Chandler Park Golf Course,2020/10/16 00:00:00+00,Routine Inspection,126,1,0,2,,Yes,40
53176,4932,Dove Academy of Detroit,2020/10/16 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,41
53098,1444,Ford Patio Bar & Grill (Mustang),2020/10/16 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,42
53137,51622842,HMWW Food LLC dba Karl's The Siren ,2020/10/16 00:00:00+00,Routine Inspection,131,0,1,1,,No,43
53107,51623295,McDonalds #25735,2020/10/16 00:00:00+00,Complaint,87,0,0,1,,Yes,44
53113,51623235,Motor City Casino - FanDuel Sportsbook,2020/10/16 00:00:00+00,Routine Inspection,124,0,2,1,,Yes,45
53235,940,Osborn Senior High School,2020/10/16 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,46
52988,51623284,Pryor's Fine Foods,2020/10/01 00:00:00+00,Routine Inspection,126,1,2,0,,Yes,47
53175,940,Osborn Senior High School,2020/10/16 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,48
52683,3317,Detroit Enterprise Academy,2020/09/10 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,49
52928,51622881,Shinola Hotel- San Morello,2020/10/01 00:00:00+00,Routine Inspection,131,2,1,1,,Yes,50
53093,4953,"The Red Hook, Detroit, LLC",2020/10/16 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,51
52747,51622720,Durdens Catering LLC,2020/09/10 00:00:00+00,Routine Inspection,141,1,0,1,,Yes,52
52929,51622702,Shinola Hotel- WW Basement Kitchen,2020/10/01 00:00:00+00,Routine Inspection,131,0,1,0,,Yes,53
53099,1933,Warrendale Academy,2020/10/16 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,54
53091,4765,"Detroit Vegan Soul, LLC",2020/10/15 00:00:00+00,Routine Inspection,87,0,1,3,,Yes,55
53097,5414,Eatori Market,2020/10/15 00:00:00+00,Routine Inspection,124,2,0,2,,Yes,56
53127,2312,Taqueria La Salsa Mexican Cuisine,2020/10/15 00:00:00+00,Routine Inspection,140,1,1,2,,Yes,57
52684,51622576,Gingerberry LLC,2020/09/10 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,58
52824,719,L. George Coney Island #7,2020/09/10 00:00:00+00,Routine Inspection,112,0,3,0,,Yes,59
52738,1278,Onasis Coney Island ,2020/09/10 00:00:00+00,Routine Inspection,142,0,1,1,,No,60
52703,2049,Popeye's Chicken & Biscuits,2020/09/10 00:00:00+00,Routine Inspection,126,0,1,2,,No,61
52698,1128,Royal Grill,2020/09/10 00:00:00+00,Routine Inspection,139,0,1,1,,Yes,62
52685,513,Subway Harbortown Detroit,2020/09/10 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,63
52822,51623219,Vitamin Juice,2020/09/10 00:00:00+00,Routine Inspection,112,0,1,1,,Yes,64
52722,5140,Basement Burger Bar,2020/09/09 00:00:00+00,Routine Inspection,131,0,0,1,,Yes,65
52766,4838,Bread Basket Deli,2020/09/09 00:00:00+00,Routine Inspection,127,1,0,0,,Yes,66
52767,5196,Captain Jay's Fish & Chicken #113,2020/09/09 00:00:00+00,Routine Inspection,127,0,0,3,,Yes,67
52680,2317,Detroit Merit Academy,2020/09/09 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,68
52749,1953,Main Street Grill and Coney Island,2020/09/09 00:00:00+00,Routine Inspection,131,3,2,4,,No,69
52720,1953,Main Street Grill and Coney Island,2020/09/09 00:00:00+00,Routine Inspection,131,3,2,4,,No,70
52672,1075,Omega Coney Island,2020/09/09 00:00:00+00,Routine Inspection,112,1,1,1,,Yes,71
52700,5410,Papa Joe's Gourmet Market Henry Ford LLC,2020/09/09 00:00:00+00,Routine Inspection,139,0,1,0,,Yes,72
52699,597,Subway #53184,2020/09/09 00:00:00+00,Routine Inspection,139,1,0,0,,Yes,73
52681,5113,Takoi,2020/09/09 00:00:00+00,Routine Inspection,87,0,0,4,,Yes,74
52768,1003,T & J Coney Island,2020/09/09 00:00:00+00,Complaint,127,1,0,1,,Yes,75
52717,1618,Bai Mai Thai Lafayette,2020/09/08 00:00:00+00,Routine Inspection,131,2,0,2,,Yes,76
52716,449,Clique Restaurant,2020/09/08 00:00:00+00,Routine Inspection,131,2,0,4,,Yes,77
52746,2666,Kentucky Fried Chicken,2020/09/08 00:00:00+00,Routine Inspection,141,2,1,2,,Yes,78
52660,918,Most Holy Trinity School,2020/09/08 00:00:00+00,Routine Inspection,87,1,0,0,,No,79
52675,3240,Potbelly Sandwich Shop,2020/09/08 00:00:00+00,Routine Inspection,124,0,0,1,,Yes,80
52743,5033,Great Lakes Coffee Beanery,2020/09/04 00:00:00+00,Routine Inspection,141,1,0,2,,Yes,81
52662,1051,Kentucky Fried Chicken H730215,2020/09/04 00:00:00+00,Routine Inspection,139,0,0,1,,Yes,82
52769,4442,Mr. B's Soul Food,2020/09/04 00:00:00+00,Routine Inspection,127,1,1,1,,Yes,83
52836,5174,Red Dunn/ Events,2020/09/04 00:00:00+00,Routine Inspection,87,1,0,3,,No,84
52744,5000,Sinai Grace Hospital,2020/09/04 00:00:00+00,Routine Inspection,141,1,0,0,,Yes,85
52745,51622963,Subway,2020/09/04 00:00:00+00,Routine Inspection,141,3,0,2,,No,86
52715,1043,Ted's Cafe DBA The Baltimore,2020/09/04 00:00:00+00,Routine Inspection,131,1,1,3,,Yes,87
52714,385,"The Old Shillelagh, LLC",2020/09/04 00:00:00+00,Routine Inspection,131,2,1,2,,Yes,88
52636,4615,Buffalo Wild Wings,2020/09/03 00:00:00+00,Routine Inspection,131,2,1,4,,Yes,89
52643,51622728,Good Krispy Fish & Chicken,2020/09/03 00:00:00+00,Routine Inspection,142,0,1,1,,Yes,90
52635,3387,Jimmy Johns,2020/09/03 00:00:00+00,Routine Inspection,131,1,0,2,,Yes,91
52654,51622876,Leila Restaurant LLC,2020/09/03 00:00:00+00,Routine Inspection,124,0,1,1,,Yes,92
52630,51622820,Lucky Detroit Coffee & Espresso,2020/09/03 00:00:00+00,Routine Inspection,87,1,0,1,,Yes,93
52649,4985,Papa John's Pizza,2020/09/03 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,94
52708,5155,Shopper's Lounge DBA Queens Bar,2020/09/03 00:00:00+00,Routine Inspection,131,3,3,2,,No,95
52634,4886,Subway,2020/09/03 00:00:00+00,Routine Inspection,131,0,0,1,,Yes,96
52673,4134,Subway #47233,2020/09/03 00:00:00+00,Complaint,112,0,2,1,,Yes,97
52709,4321,Texas De Brazil,2020/09/03 00:00:00+00,Routine Inspection,131,2,5,3,,No,98
52629,51622591,The Farmer's Hand LLC /DBA Folk,2020/09/03 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,99
52626,1068,Burger King,2020/09/02 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,100
53074,1267,Church's Fried Chicken #991,2020/09/30 00:00:00+00,Routine Inspection,127,0,1,3,,No,101
52633,4631,Cottage Inn Pizza,2020/09/02 00:00:00+00,Routine Inspection,131,1,1,4,,Yes,102
52993,51623082,L A Coney Island,2020/09/30 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,103
52669,51622696,Kiesling,2020/09/02 00:00:00+00,Preopening/New,122,0,0,4,,Yes,104
52957,51623253,New Tai Hing,2020/09/30 00:00:00+00,Routine Inspection,112,0,1,4,,Yes,105
53073,1305,Teenie's Deli Inc.,2020/09/30 00:00:00+00,Routine Inspection,127,0,1,1,,Yes,106
52960,1786,Burger King,2020/09/29 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,107
52959,722,Club Celebrity,2020/09/29 00:00:00+00,Routine Inspection,112,0,1,0,,Yes,108
52964,1711,Dynasty Chinese,2020/09/29 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,109
52961,5176,Mary's Grill #2,2020/09/29 00:00:00+00,Routine Inspection,112,0,3,4,,No,110
53077,1504,Omega Coney Island ,2020/09/29 00:00:00+00,Routine Inspection,127,3,0,0,,Yes,111
53075,2464,Subway #24532,2020/09/29 00:00:00+00,Routine Inspection,127,1,1,0,,Yes,112
53076,1003,T & J Coney Island,2020/09/29 00:00:00+00,Routine Inspection,127,3,0,4,,Yes,113
52906,51623181,Big Greedy,2020/09/28 00:00:00+00,Routine Inspection,87,1,0,6,,No,114
52907,1196,Church's Fried Chicken #975,2020/09/28 00:00:00+00,Routine Inspection,87,0,1,4,,No,115
52908,51623316,Lonestar Catering,2020/09/28 00:00:00+00,Preopening/COO,87,0,1,3,,Yes,116
53055,1998,"MLK, Jr. Education Center",2020/09/28 00:00:00+00,Routine Inspection,141,0,0,2,,Yes,117
52947,3858,Pollos Los Gallos,2020/09/28 00:00:00+00,Routine Inspection,140,0,1,3,,Yes,118
52914,2016,Wendy's ,2020/09/28 00:00:00+00,Routine Inspection,139,0,2,1,,Yes,119
53054,5280,Capital Hook Fish & Chicken Inc,2020/09/25 00:00:00+00,Routine Inspection,141,0,1,3,,No,120
52900,51622756,Detroit City Field House,2020/09/25 00:00:00+00,Routine Inspection,87,1,0,3,,Yes,121
52912,51623307,Kwench Juice ,2020/09/25 00:00:00+00,Routine Inspection,124,1,0,0,,Yes,122
53110,1869,Little Caesar's Pizza #24,2020/09/25 00:00:00+00,Routine Inspection,141,1,0,6,,No,123
52901,1796,Popeye's Chicken & Biscuits,2020/09/25 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,124
52902,4938,UFO Factory,2020/09/25 00:00:00+00,Routine Inspection,87,0,1,3,,No,125
52878,5245,Wahlburgers,2020/09/25 00:00:00+00,Routine Inspection,131,2,1,1,,Yes,126
53078,4610,Captain Jay's Fish & Chicken #110,2020/09/24 00:00:00+00,Routine Inspection,127,0,3,5,,Yes,127
53056,1144,Church's Fried Chicken #785,2020/09/24 00:00:00+00,Complaint,141,1,0,4,,Yes,128
52858,3830,Greektown Casino - Bistro 555,2020/09/24 00:00:00+00,Routine Inspection,131,0,0,3,,Yes,129
52862,4879,Greektown Casino - GT Cafe,2020/09/24 00:00:00+00,Routine Inspection,131,0,1,1,,Yes,130
52866,4460,Greektown Casino - Prism,2020/09/24 00:00:00+00,Routine Inspection,131,0,1,4,,Yes,131
52867,4324,Greektown Casino - Rock Bar,2020/09/24 00:00:00+00,Routine Inspection,131,0,0,2,,Yes,132
52870,3835,Greektown Casino - Trappers Bar,2020/09/24 00:00:00+00,Routine Inspection,131,0,0,2,,Yes,133
52887,2230,Halal Pizza,2020/09/24 00:00:00+00,Routine Inspection,112,0,1,1,,Yes,134
52910,51622853,Kwench Juice Cafe',2020/09/24 00:00:00+00,Routine Inspection,124,2,0,0,,Yes,135
52897,344,Sindbads Inc.,2020/09/24 00:00:00+00,Routine Inspection,87,2,0,6,,Yes,136
52847,2592,Crab House,2020/09/23 00:00:00+00,Routine Inspection,127,1,1,2,,Yes,137
52943,4876,El Parian #3,2020/09/23 00:00:00+00,Routine Inspection,140,1,1,1,,No,138
52848,2816,J J's Fish and Chicken,2020/09/23 00:00:00+00,Routine Inspection,127,0,0,3,,Yes,139
53008,503,Peking Express,2020/09/23 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,140
52850,353,Aurora Coney Island,2020/09/22 00:00:00+00,Routine Inspection,127,4,3,1,,Yes,141
52904,4467,Big Burgzs,2020/09/22 00:00:00+00,Routine Inspection,87,0,1,2,,No,142
52941,4660,El Parian #2,2020/09/22 00:00:00+00,Routine Inspection,140,1,0,1,,No,143
52940,768,Family Treat,2020/09/22 00:00:00+00,Routine Inspection,140,0,0,1,,Yes,144
52843,3768,Krazy Pizza,2020/09/22 00:00:00+00,Routine Inspection,87,1,2,5,,No,145
52842,456,Lucky Dragon,2020/09/22 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,146
52942,5028,Marisqueria El Emperio,2020/09/22 00:00:00+00,Routine Inspection,140,3,0,0,,No,147
52827,3194,Bangkok Crossing: Thai Restaurant,2020/09/21 00:00:00+00,Routine Inspection,131,1,2,2,,No,148
52520,1144,Church's Fried Chicken #785,2020/08/19 00:00:00+00,Routine Inspection,141,2,1,3,,No,149
52828,51623074,Buddy's Pizza,2020/09/21 00:00:00+00,Routine Inspection,131,0,1,0,,Yes,150
52664,500,McShane's,2020/09/02 00:00:00+00,Routine Inspection,139,0,0,1,,Yes,151
52632,1111,Nathan's Deli,2020/09/02 00:00:00+00,Routine Inspection,129,1,0,0,,Yes,152
52838,3163,Detroit Public Safety Academy,2020/09/21 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,153
52840,1992,Domino's Pizza,2020/09/21 00:00:00+00,Routine Inspection,87,0,0,4,,Yes,154
52938,4246,El Parian #1,2020/09/21 00:00:00+00,Routine Inspection,140,2,0,0,,No,155
52839,380,White Castle #48,2020/09/21 00:00:00+00,Routine Inspection,87,0,1,3,,No,156
52803,51622604,Eat N Out Pizza & Gelato,2020/09/18 00:00:00+00,Routine Inspection,131,1,1,1,,No,157
52851,51623291,Grandy's Coney Island,2020/09/18 00:00:00+00,Routine Inspection,127,0,1,1,,No,158
52808,649,Greenwich Time,2020/09/18 00:00:00+00,Routine Inspection,131,0,0,4,,Yes,159
52809,5394,Ima,2020/09/18 00:00:00+00,Routine Inspection,87,1,0,3,,Yes,160
52789,51622615,Le Petit Dejeuner,2020/09/18 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,161
52811,2797,Little Caesar's Pizza ,2020/09/18 00:00:00+00,Routine Inspection,112,1,1,2,,No,162
52812,5362,McDonald's,2020/09/18 00:00:00+00,Routine Inspection,112,0,0,2,,Yes,163
52852,5241,S & T Fresh Fish & Seafood Inc.,2020/09/18 00:00:00+00,Routine Inspection,127,0,1,5,,No,164
52804,1202,The Greek,2020/09/18 00:00:00+00,Routine Inspection,131,0,3,2,,No,165
52800,5200,The Skip,2020/09/18 00:00:00+00,Routine Inspection,131,1,0,1,,Yes,166
52825,1563,Detroit Rescue Mission,2020/09/17 00:00:00+00,Complaint / Routine,80,0,0,1,,Yes,167
52829,1456,Grandy's Coney Island Restaurant,2020/09/17 00:00:00+00,Routine Inspection,139,0,1,1,,Yes,168
52799,3925,La Casa De La Habana Detroit,2020/09/17 00:00:00+00,Routine Inspection,131,1,0,0,,Yes,169
52884,1480,Legends Coney Island,2020/09/17 00:00:00+00,Routine Inspection,142,0,1,0,,Yes,170
52826,4157,Lunchtime Global,2020/09/17 00:00:00+00,Routine Inspection,131,1,0,6,,Yes,171
52777,4023,Albano Coney Island/DBA Apollo,2020/09/16 00:00:00+00,Routine Inspection,139,0,0,1,,Yes,172
52997,3586,Ascension St. John Market,2020/09/16 00:00:00+00,Routine Inspection,126,0,0,1,,Yes,173
52791,1297,Evie's Tamales,2020/09/16 00:00:00+00,Routine Inspection,140,2,3,5,,Yes,174
52779,3583,Frank's Deli in the Buhl,2020/09/16 00:00:00+00,Routine Inspection,124,0,0,4,,Yes,175
52996,2419,Guild Coffee Bar- Central Hub,2020/09/16 00:00:00+00,Routine Inspection,126,0,1,2,,Yes,176
52787,5416,"Lady of the House, LLC",2020/09/16 00:00:00+00,Routine Inspection,87,1,0,2,,Yes,177
52998,1633,St. John Moross Market Cafe,2020/09/16 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,178
52786,1092,"St. Patrick Senior Center, Inc.",2020/09/16 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,179
52773,51622835,Burger King #1191,2020/09/15 00:00:00+00,Routine Inspection,124,0,2,3,,Yes,180
52776,493,Dynasty Chinese Food,2020/09/15 00:00:00+00,Routine Inspection,139,1,0,3,,Yes,181
52815,2874,Fish Express,2020/09/15 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,182
52814,2277,Galaxy Coney Island,2020/09/15 00:00:00+00,Routine Inspection,112,0,1,1,,Yes,183
52792,1632,Taqueria Lupitas,2020/09/15 00:00:00+00,Routine Inspection,140,2,3,5,,Yes,184
52783,684,Universal Coney Island,2020/09/15 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,185
52782,5054,Belle Isle Krispy Crunchy Chicken,2020/09/14 00:00:00+00,Routine Inspection,87,0,2,1,,Yes,186
52759,5423,Honey's,2020/09/14 00:00:00+00,Routine Inspection,127,0,0,1,,Yes,187
52756,1336,Indian Village Tennis Club,2020/09/14 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,188
52775,51622947,Krispy Krunchy Chicken,2020/09/14 00:00:00+00,Routine Inspection,139,0,1,1,,No,189
52760,5237,Metro Fish & Seafood LLC,2020/09/14 00:00:00+00,Routine Inspection,127,0,2,1,,Yes,190
52761,4882,Nicky D's Coney Island,2020/09/14 00:00:00+00,Routine Inspection,127,4,0,4,,Yes,191
52818,2579,Subway #29018,2020/09/14 00:00:00+00,Routine Inspection,112,0,2,0,,Yes,192
52751,4255,Ford Field- Levy Rest. (Main Kitchen),2020/09/13 00:00:00+00,Routine Inspection,131,0,0,5,,Yes,193
52764,5231,Detroit Fresh Fish & Seafood Co. Inc.,2020/09/11 00:00:00+00,Routine Inspection,127,1,0,2,,Yes,194
52741,3137,La Rosita,2020/09/11 00:00:00+00,Routine Inspection,139,0,2,3,,Yes,195
52754,2779,Louie's Ham & Corned Beef,2020/09/11 00:00:00+00,Complaint,83,0,0,1,,Yes,196
52772,51623052,Olin,2020/09/11 00:00:00+00,Preopening/New,122,3,2,12,,Yes,197
53000,3373,Reshmi Sweets & Cafe,2020/09/11 00:00:00+00,Routine Inspection,126,0,1,0,,No,198
52765,1542,Subway #6309,2020/09/11 00:00:00+00,Routine Inspection,127,1,0,0,,Yes,199
52821,4708,Yoshi Hibachi Grille/Yum Yoshi LLC,2020/09/11 00:00:00+00,Routine Inspection,112,0,4,0,,Yes,200
52748,4266,Baker's Keyboard Lounge,2020/09/10 00:00:00+00,Routine Inspection,141,0,5,7,,Yes,201
52433,2614,Detroit Beer Co.,2020/08/19 00:00:00+00,Routine Inspection,131,0,1,1,,Yes,202
51351,5148,Detroits Finest Coney Island,2020/09/01 00:00:00+00,Routine Inspection,87,0,1,2,,Yes,203
52435,51622905,Detroit Mini Donut,2020/08/19 00:00:00+00,Routine Inspection,131,0,0,1,,Yes,204
52448,1108,Flood's Bar & Grill,2020/08/19 00:00:00+00,Routine Inspection,131,2,0,3,,Yes,205
52436,4906,"Jose's Tacos, LLC",2020/08/19 00:00:00+00,Routine Inspection,131,1,2,1,,No,206
52676,2015,Motor City Coney & Grill,2020/08/19 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,207
52617,2669,Fish Express 1-Pizza Palace,2020/09/01 00:00:00+00,Complaint,127,0,1,2,,No,208
52462,5215,Showtime Ice Cream,2020/08/19 00:00:00+00,Mobile Inspection,87,0,0,1,,Yes,209
52607,2454,Happy's Pizza #6,2020/09/01 00:00:00+00,Routine Inspection,112,1,1,3,,No,210
52445,51622965,The Monarch Club,2020/08/19 00:00:00+00,Routine Inspection,131,0,0,1,,Yes,211
52678,4156,Samaritan Cafe,2020/09/01 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,212
52618,2649,Subway #30489,2020/09/01 00:00:00+00,Complaint,127,0,0,1,,Yes,213
52605,51623126,Treat You Batter Bakery,2020/09/01 00:00:00+00,Routine Inspection,112,0,1,1,,No,214
52603,2130,White Castle #38,2020/09/01 00:00:00+00,Routine Inspection,141,1,0,2,,Yes,215
52610,2647,Captain Jay's Fish & Chicken #101,2020/08/31 00:00:00+00,Routine Inspection,112,0,1,1,,Yes,216
52602,4374,Captain Jay's Fish & Chicken #112,2020/08/31 00:00:00+00,Routine Inspection,141,2,0,4,,Yes,217
52625,206,Rivertown Pizza Papalis ,2020/08/31 00:00:00+00,Routine Inspection,87,2,1,6,,No,218
52589,4887,Clara's Place,2020/08/28 00:00:00+00,Routine Inspection,112,0,1,0,,Yes,219
53081,2742,Golden Gate Cafe,2020/08/28 00:00:00+00,Routine Inspection,87,1,2,2,,Yes,220
52690,3095,Los Corrales,2020/08/28 00:00:00+00,Routine Inspection,140,1,1,4,,Yes,221
52598,51622483,The Detroit Pepper Company,2020/08/28 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,222
52571,51623277,Cheers Detroit,2020/08/27 00:00:00+00,Routine Inspection,124,1,0,0,,No,223
52579,1401,Chili's Grill & Bar,2020/08/27 00:00:00+00,Routine Inspection,112,1,0,1,,Yes,224
52572,4294,King Fish Market,2020/08/27 00:00:00+00,Routine Inspection,87,1,2,2,,No,225
52688,1500,Taqueria El Rey,2020/08/27 00:00:00+00,Routine Inspection,140,3,0,2,,Yes,226
52561,2813,Bogartz Food and Spirits,2020/08/26 00:00:00+00,Routine Inspection,87,0,0,5,,Yes,227
53111,51622487,Bucharest Grill,2020/10/14 00:00:00+00,Complaint,141,1,1,0,,Yes,228
52581,3976,Manhattan Fish and Chicken,2020/08/26 00:00:00+00,Routine Inspection,112,1,0,0,,No,229
52580,51623034,Manhattan Fish & Chicken,2020/08/26 00:00:00+00,Routine Inspection,112,1,5,0,,Yes,230
52565,3415,Nu Wave Fish & Chicken,2020/08/26 00:00:00+00,Routine Inspection,139,1,4,2,,Yes,231
52563,5390,Premier Ice Cream,2020/08/26 00:00:00+00,Mobile Inspection,87,1,1,2,,Yes,232
52596,2390,Edibles Rex,2020/08/25 00:00:00+00,Routine Inspection,87,0,0,4,,Yes,233
52584,51622832,Fred's Fish & Chicken-Schaefer,2020/08/25 00:00:00+00,Routine Inspection,112,0,2,1,,Yes,234
52558,51623295,McDonalds #25735,2020/08/25 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,235
52613,51622556,For The Love of Sugar,2020/08/24 00:00:00+00,Complaint,124,1,0,0,,Yes,236
52560,1794,White Castle #18,2020/08/24 00:00:00+00,Routine Inspection,87,1,0,2,,Yes,237
52475,4322,Cadillac Square Diner,2020/08/21 00:00:00+00,Routine Inspection,131,1,0,0,,Yes,238
52576,1162,Church's Fried Chicken #868,2020/08/21 00:00:00+00,Routine Inspection,112,1,1,1,,Yes,239
52575,598,Elmer's LLC,2020/08/21 00:00:00+00,Routine Inspection,112,2,0,0,,Yes,240
52515,3195,La Cina,2020/08/21 00:00:00+00,Routine Inspection,87,0,1,1,,Yes,241
52677,3331,Legends Grill,2020/08/21 00:00:00+00,Routine Inspection,87,0,2,3,,Yes,242
52473,4756,Urban Soul Restaurant,2020/08/21 00:00:00+00,Routine Inspection,131,7,6,6,,No,243
52513,1800,Wendy's,2020/08/21 00:00:00+00,Routine Inspection,87,1,1,4,,No,244
52619,476,Bob's Pizza Palace Inc.,2020/08/20 00:00:00+00,Routine Inspection,127,1,0,0,,Yes,245
52523,1160,Caribbean Citchen,2020/08/20 00:00:00+00,Routine Inspection,141,1,2,1,,Yes,246
52466,1747,China House,2020/08/20 00:00:00+00,Routine Inspection,139,0,2,0,,Yes,247
52524,4436,Domino's Pizza,2020/08/20 00:00:00+00,Routine Inspection,141,1,1,2,,Yes,248
52503,51622973,El Zocalo,2020/08/20 00:00:00+00,Complaint,140,0,3,3,,No,249
52511,3887,Happy's Pizza #44,2020/08/20 00:00:00+00,Routine Inspection,139,0,3,4,,Yes,250
52483,51622711,Hotel St. Regis ,2020/08/20 00:00:00+00,Preopening/New,129,0,0,2,,Yes,251
52595,3770,Motor City Casino - Associates Dining Rm,2020/08/20 00:00:00+00,Routine Inspection,87,0,0,8,,Yes,252
